Item,Description,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,UPC
940OR,Raw #940 Oak,0.18,0,0,0.69,1.03,1.44,Wood,
940OF,Oil & Wax #940 Oak,0.18,0,0,2.34,3.51,4.74,Wood,
940OL,Clear Lacquer #940 Oak,0.18,0,0,3.23,4.84,6.53,Wood,
940WR,Raw #940 Walnut,0.18,0,0,1.39,2.22,3.11,Wood,
940WF,Oil & Wax #940 Walnut,0.18,0,0,3.14,5.02,6.78,Wood,
940WP,Padauk #940 Walnut,0.18,0,0,4.09,6.54,8.83,Wood,
940WB,Special Dark #940 Walnut,0.18,0,0,4.09,6.54,8.83,Wood,
940WE,Ebony #940 Walnut,0.18,0,0,3.69,5.9,7.97,Wood,
940WK,Satin Black #940 Walnut,0.18,0,0,3.28,5.25,7.09,Wood,
940W1,Light Grey #940 Walnut,0.18,0,0,3.28,5.25,7.09,Wood,
940W2,Medium Grey #940 Walnut,0.18,0,0,3.28,5.25,7.09,Wood,
940W3,Dark Grey #940 Walnut,0.18,0,0,3.28,5.25,7.09,Wood,
940VR,Raw #940 White Oak,0.18,0,0,1.15,1.9,2.66,Wood,
940VF,Oil & Wax #940 White Oak,0.18,0,0,2.9,4.78,6.45,Wood,
940VL,Clear Lacquer #940 White Oak,0.18,0,0,3.04,5.02,6.78,Wood,
940VC,Charcoal #940 White Oak,0.18,0,0,3.85,6.35,8.57,Wood,
940VM,Mission #940 White Oak,0.18,0,0,3.85,6.35,8.57,Wood,
940V7,Bleached #940 White Oak,0.18,0,0,3.85,6.35,8.57,Wood,
941AR,Raw #941 Ash,0.18,0,0,0.71,1.06,1.48,Wood,
941AF,Oil & Wax #941 Ash,0.18,0,0,2.36,3.54,4.78,Wood,
941AL,Clear Lacquer #941 Ash,0.18,0,0,2.6,3.9,5.26,Wood,
941AW,WhiteWash #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941AT,White #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941AK,Satin Black #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941AA,Warm White #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941AC,Charcoal #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941AI,Rising White #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941A1,Light Grey #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941A2,Medium Grey #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941A3,Dark Grey #941 Ash,0.18,0,0,2.46,3.69,4.98,Wood,
941BR,Raw #941 Basswood,0.18,0,0,0.54,0.86,1.2,Wood,
941BF,Oil & Wax #941 Basswood,0.18,0,0,2.19,3.5,4.73,Wood,
941CR,Raw #941 Cherry,0.18,0,0,0.98,1.57,2.2,Wood,
941CF,Oil & Wax #941 Cherry,0.18,0,0,3.68,5.89,7.95,Wood,
941CL,Clear Lacquer #941 Cherry,0.18,0,0,3.68,5.89,7.95,Wood,
941CG,Aged #941 Cherry,0.18,0,0,3.68,5.89,7.95,Wood,
941CQ,Antique #941 Cherry,0.18,0,0,3.68,5.89,7.95,Wood,
941CD,Black Cherry #941 Cherry,0.18,0,0,3.68,5.89,7.95,Wood,
941MR,Raw #941 Maple,0.18,0,0,0.92,1.38,1.93,Wood,
941MF,Oil & Wax #941 Maple,0.18,0,0,2.57,3.85,5.2,Wood,
941ML,Clear Lacquer #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941MW,WhiteWash #941 Maple,0.18,0,0,3.22,4.83,6.52,Wood,
941MT,White #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941MK,Satin Black #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941MA,Warm White #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941MI,Rising White #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941M1,Light Grey #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941M2,Medium Grey #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941M3,Dark Grey #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941M9,Wheat #941 Maple,0.18,0,0,2.81,4.22,5.7,Wood,
941OR,Raw #941 Oak,0.18,0,0,0.76,1.14,1.6,Wood,
941OF,Oil & Wax #941 Oak,0.18,0,0,2.41,3.62,4.89,Wood,
941OL,Clear Lacquer #941 Oak,0.18,0,0,3.3,4.95,6.68,Wood,
941WR,Raw #941 Walnut,0.18,0,0,1.77,2.83,3.96,Wood,
941WF,Oil & Wax #941 Walnut,0.18,0,0,3.52,5.63,7.6,Wood,
941WP,Padauk #941 Walnut,0.18,0,0,4.47,7.15,9.65,Wood,
941WB,Special Dark #941 Walnut,0.18,0,0,4.47,7.15,9.65,Wood,
941WE,Ebony #941 Walnut,0.18,0,0,4.07,6.51,8.79,Wood,
941WK,Satin Black #941 Walnut,0.18,0,0,3.66,5.86,7.91,Wood,
941W1,Light Grey #941 Walnut,0.18,0,0,3.66,5.86,7.91,Wood,
941W2,Medium Grey #941 Walnut,0.18,0,0,3.66,5.86,7.91,Wood,
941W3,Dark Grey #941 Walnut,0.18,0,0,3.66,5.86,7.91,Wood,
941VR,Raw #941 White Oak,0.18,0,0,1.41,2.33,3.26,Wood,
941VF,Oil & Wax #941 White Oak,0.18,0,0,3.16,5.21,7.03,Wood,
941VL,Clear Lacquer #941 White Oak,0.18,0,0,3.3,5.44,7.34,Wood,
941VC,Charcoal #941 White Oak,0.18,0,0,4.11,6.78,9.15,Wood,
941VM,Mission #941 White Oak,0.18,0,0,4.11,6.78,9.15,Wood,
941V7,Bleached #941 White Oak,0.18,0,0,4.11,6.78,9.15,Wood,
942AR,Raw #942 Ash,0.18,0,0,0.89,1.34,1.88,Wood,
942AF,Oil & Wax #942 Ash,0.18,0,0,2.54,3.81,5.14,Wood,
942AL,Clear Lacquer #942 Ash,0.18,0,0,2.78,4.17,5.63,Wood,
942AW,WhiteWash #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942AT,White #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942AK,Satin Black #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942AA,Warm White #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942AC,Charcoal #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942AI,Rising White #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942A1,Light Grey #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942A2,Medium Grey #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942A3,Dark Grey #942 Ash,0.18,0,0,2.64,3.96,5.35,Wood,
942BR,Raw #942 Basswood,0.18,0,0,0.59,0.94,1.32,Wood,
942BF,Oil & Wax #942 Basswood,0.18,0,0,2.24,3.58,4.83,Wood,
942CR,Raw #942 Cherry,0.18,0,0,1.31,2.1,2.94,Wood,
942CF,Oil & Wax #942 Cherry,0.18,0,0,4.01,6.42,8.67,Wood,
942CL,Clear Lacquer #942 Cherry,0.18,0,0,4.01,6.42,8.67,Wood,
942CG,Aged #942 Cherry,0.18,0,0,4.01,6.42,8.67,Wood,
942CQ,Antique #942 Cherry,0.18,0,0,4.01,6.42,8.67,Wood,
942CD,Black Cherry #942 Cherry,0.18,0,0,4.01,6.42,8.67,Wood,
942MR,Raw #942 Maple,0.18,0,0,1.26,1.89,2.65,Wood,
942MF,Oil & Wax #942 Maple,0.18,0,0,2.91,4.36,5.89,Wood,
942ML,Clear Lacquer #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942MW,WhiteWash #942 Maple,0.18,0,0,3.56,5.34,7.21,Wood,
942MT,White #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942MK,Satin Black #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942MA,Warm White #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942MI,Rising White #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942M1,Light Grey #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942M2,Medium Grey #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942M3,Dark Grey #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942M9,Wheat #942 Maple,0.18,0,0,3.15,4.72,6.37,Wood,
942OR,Raw #942 Oak,0.18,0,0,1.04,1.56,2.18,Wood,
942OF,Oil & Wax #942 Oak,0.18,0,0,2.69,4.04,5.45,Wood,
942OL,Clear Lacquer #942 Oak,0.18,0,0,3.58,5.37,7.25,Wood,
942WR,Raw #942 Walnut,0.18,0,0,2.4,3.84,5.38,Wood,
942WF,Oil & Wax #942 Walnut,0.18,0,0,4.15,6.64,8.96,Wood,
942WP,Padauk #942 Walnut,0.18,0,0,5.1,8.16,11.02,Wood,
942WB,Special Dark #942 Walnut,0.18,0,0,5.1,8.16,11.02,Wood,
942WE,Ebony #942 Walnut,0.18,0,0,4.7,7.52,10.15,Wood,
942WK,Satin Black #942 Walnut,0.18,0,0,4.29,6.86,9.26,Wood,
942W1,Light Grey #942 Walnut,0.18,0,0,4.29,6.86,9.26,Wood,
942W2,Medium Grey #942 Walnut,0.18,0,0,4.29,6.86,9.26,Wood,
942W3,Dark Grey #942 Walnut,0.18,0,0,4.29,6.86,9.26,Wood,
942VR,Raw #942 White Oak,0.18,0,0,1.89,3.12,4.37,Wood,
942VF,Oil & Wax #942 White Oak,0.18,0,0,3.64,6.01,8.11,Wood,
942VL,Clear Lacquer #942 White Oak,0.18,0,0,3.78,6.24,8.42,Wood,
942VC,Charcoal #942 White Oak,0.18,0,0,4.59,7.57,10.22,Wood,
942VM,Mission #942 White Oak,0.18,0,0,4.59,7.57,10.22,Wood,
942V7,Bleached #942 White Oak,0.18,0,0,4.59,7.57,10.22,Wood,
943AR,Raw #943 Ash,0.18,0,0,1.02,1.53,2.14,Wood,
943AF,Oil & Wax #943 Ash,0.18,0,0,2.67,4,5.4,Wood,
943AL,Clear Lacquer #943 Ash,0.18,0,0,2.91,4.36,5.89,Wood,
943AW,WhiteWash #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943AT,White #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943AK,Satin Black #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943AA,Warm White #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943AC,Charcoal #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943AI,Rising White #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943A1,Light Grey #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943A2,Medium Grey #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943A3,Dark Grey #943 Ash,0.18,0,0,2.77,4.16,5.62,Wood,
943BR,Raw #943 Basswood,0.18,0,0,0.65,1.04,1.46,Wood,
943BF,Oil & Wax #943 Basswood,0.18,0,0,2.3,3.68,4.97,Wood,
943CR,Raw #943 Cherry,0.18,0,0,1.51,2.42,3.39,Wood,
943CF,Oil & Wax #943 Cherry,0.18,0,0,4.21,6.74,9.1,Wood,
943CL,Clear Lacquer #943 Cherry,0.18,0,0,4.21,6.74,9.1,Wood,
943CG,Aged #943 Cherry,0.18,0,0,4.21,6.74,9.1,Wood,
943CQ,Antique #943 Cherry,0.18,0,0,4.21,6.74,9.1,Wood,
943CD,Black Cherry #943 Cherry,0.18,0,0,4.21,6.74,9.1,Wood,
943MR,Raw #943 Maple,0.18,0,0,1.39,2.08,2.91,Wood,
943MF,Oil & Wax #943 Maple,0.18,0,0,3.04,4.56,6.16,Wood,
943ML,Clear Lacquer #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943MW,WhiteWash #943 Maple,0.18,0,0,3.69,5.54,7.48,Wood,
943MT,White #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943MK,Satin Black #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943MA,Warm White #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943MI,Rising White #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943M1,Light Grey #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943M2,Medium Grey #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943M3,Dark Grey #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943M9,Wheat #943 Maple,0.18,0,0,3.28,4.92,6.64,Wood,
943OR,Raw #943 Oak,0.18,0,0,1.11,1.66,2.32,Wood,
943OF,Oil & Wax #943 Oak,0.18,0,0,2.76,4.14,5.59,Wood,
943OL,Clear Lacquer #943 Oak,0.18,0,0,3.65,5.48,7.4,Wood,
943WR,Raw #943 Walnut,0.18,0,0,2.71,4.34,6.08,Wood,
943WF,Oil & Wax #943 Walnut,0.18,0,0,4.46,7.14,9.64,Wood,
943WP,Padauk #943 Walnut,0.18,0,0,5.41,8.66,11.69,Wood,
943WB,Special Dark #943 Walnut,0.18,0,0,5.41,8.66,11.69,Wood,
943WE,Ebony #943 Walnut,0.18,0,0,5.01,8.02,10.83,Wood,
943WK,Satin Black #943 Walnut,0.18,0,0,4.6,7.36,9.94,Wood,
943W1,Light Grey #943 Walnut,0.18,0,0,4.6,7.36,9.94,Wood,
943W2,Medium Grey #943 Walnut,0.18,0,0,4.6,7.36,9.94,Wood,
943W3,Dark Grey #943 Walnut,0.18,0,0,4.6,7.36,9.94,Wood,
943VR,Raw #943 White Oak,0.18,0,0,2.13,3.51,4.91,Wood,
943VF,Oil & Wax #943 White Oak,0.18,0,0,3.88,6.4,8.64,Wood,
943VL,Clear Lacquer #943 White Oak,0.18,0,0,4.02,6.63,8.95,Wood,
943VC,Charcoal #943 White Oak,0.18,0,0,4.83,7.97,10.76,Wood,
943VM,Mission #943 White Oak,0.18,0,0,4.83,7.97,10.76,Wood,
943V7,Bleached #943 White Oak,0.18,0,0,4.83,7.97,10.76,Wood,
944AR,Raw #944 Ash,0.18,0,0,1.14,1.71,2.39,Wood,
944AF,Oil & Wax #944 Ash,0.18,0,0,2.79,4.19,5.66,Wood,
944AL,Clear Lacquer #944 Ash,0.18,0,0,3.03,4.54,6.13,Wood,
944AW,WhiteWash #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944AT,White #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944AK,Satin Black #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944AA,Warm White #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944AC,Charcoal #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944AI,Rising White #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944A1,Light Grey #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944A2,Medium Grey #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944A3,Dark Grey #944 Ash,0.18,0,0,2.89,4.34,5.86,Wood,
944BR,Raw #944 Basswood,0.18,0,0,0.74,1.18,1.65,Wood,
944BF,Oil & Wax #944 Basswood,0.18,0,0,2.39,3.82,5.16,Wood,
944CR,Raw #944 Cherry,0.18,0,0,1.8,2.88,4.03,Wood,
944CF,Oil & Wax #944 Cherry,0.18,0,0,4.5,7.2,9.72,Wood,
944CL,Clear Lacquer #944 Cherry,0.18,0,0,4.5,7.2,9.72,Wood,
944CG,Aged #944 Cherry,0.18,0,0,4.5,7.2,9.72,Wood,
944CQ,Antique #944 Cherry,0.18,0,0,4.5,7.2,9.72,Wood,
944CD,Black Cherry #944 Cherry,0.18,0,0,4.5,7.2,9.72,Wood,
944MR,Raw #944 Maple,0.18,0,0,1.61,2.42,3.39,Wood,
944MF,Oil & Wax #944 Maple,0.18,0,0,3.26,4.89,6.6,Wood,
944ML,Clear Lacquer #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944MW,WhiteWash #944 Maple,0.18,0,0,3.91,5.86,7.91,Wood,
944MT,White #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944MK,Satin Black #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944MA,Warm White #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944MI,Rising White #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944M1,Light Grey #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944M2,Medium Grey #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944M3,Dark Grey #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944M9,Wheat #944 Maple,0.18,0,0,3.5,5.25,7.09,Wood,
944OR,Raw #944 Oak,0.18,0,0,1.33,2,2.8,Wood,
944OF,Oil & Wax #944 Oak,0.18,0,0,2.98,4.47,6.03,Wood,
944OL,Clear Lacquer #944 Oak,0.18,0,0,3.87,5.8,7.83,Wood,
944WR,Raw #944 Walnut,0.18,0,0,3.27,5.23,7.32,Wood,
944WF,Oil & Wax #944 Walnut,0.18,0,0,5.02,8.03,10.84,Wood,
944WP,Padauk #944 Walnut,0.18,0,0,5.97,9.55,12.89,Wood,
944WB,Special Dark #944 Walnut,0.18,0,0,5.97,9.55,12.89,Wood,
944WE,Ebony #944 Walnut,0.18,0,0,5.57,8.91,12.03,Wood,
944WK,Satin Black #944 Walnut,0.18,0,0,5.16,8.26,11.15,Wood,
944W1,Light Grey #944 Walnut,0.18,0,0,5.16,8.26,11.15,Wood,
944W2,Medium Grey #944 Walnut,0.18,0,0,5.16,8.26,11.15,Wood,
944W3,Dark Grey #944 Walnut,0.18,0,0,5.16,8.26,11.15,Wood,
944VR,Raw #944 White Oak,0.18,0,0,2.45,4.04,5.66,Wood,
944VF,Oil & Wax #944 White Oak,0.18,0,0,4.2,6.93,9.36,Wood,
944VL,Clear Lacquer #944 White Oak,0.18,0,0,4.34,7.16,9.67,Wood,
944VC,Charcoal #944 White Oak,0.18,0,0,5.15,8.5,11.48,Wood,
944VM,Mission #944 White Oak,0.18,0,0,5.15,8.5,11.48,Wood,
944V7,Bleached #944 White Oak,0.18,0,0,5.15,8.5,11.48,Wood,
946AR,Raw #946 Ash,0.18,0,0,1.54,2.31,3.23,Wood,
946AF,Oil & Wax #946 Ash,0.18,0,0,3.19,4.78,6.45,Wood,
946AL,Clear Lacquer #946 Ash,0.18,0,0,3.43,5.14,6.94,Wood,
946AW,WhiteWash #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946AT,White #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946AK,Satin Black #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946AA,Warm White #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946AC,Charcoal #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946AI,Rising White #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946A1,Light Grey #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946A2,Medium Grey #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946A3,Dark Grey #946 Ash,0.18,0,0,3.29,4.94,6.67,Wood,
946BR,Raw #946 Basswood,0.18,0,0,1.04,1.66,2.32,Wood,
946BF,Oil & Wax #946 Basswood,0.18,0,0,2.69,4.3,5.8,Wood,
946CR,Raw #946 Cherry,0.18,0,0,2.57,4.11,5.75,Wood,
946CF,Oil & Wax #946 Cherry,0.18,0,0,5.27,8.43,11.38,Wood,
946CL,Clear Lacquer #946 Cherry,0.18,0,0,5.27,8.43,11.38,Wood,
946CG,Aged #946 Cherry,0.18,0,0,5.27,8.43,11.38,Wood,
946CQ,Antique #946 Cherry,0.18,0,0,5.27,8.43,11.38,Wood,
946CD,Black Cherry #946 Cherry,0.18,0,0,5.27,8.43,11.38,Wood,
946MR,Raw #946 Maple,0.18,0,0,2.24,3.36,4.7,Wood,
946MF,Oil & Wax #946 Maple,0.18,0,0,3.89,5.84,7.88,Wood,
946ML,Clear Lacquer #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946MW,WhiteWash #946 Maple,0.18,0,0,4.54,6.81,9.19,Wood,
946MT,White #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946MK,Satin Black #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946MA,Warm White #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946MI,Rising White #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946M1,Light Grey #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946M2,Medium Grey #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946M3,Dark Grey #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946M9,Wheat #946 Maple,0.18,0,0,4.13,6.2,8.37,Wood,
946OR,Raw #946 Oak,0.18,0,0,1.8,2.7,3.78,Wood,
946OF,Oil & Wax #946 Oak,0.18,0,0,3.45,5.18,6.99,Wood,
946OL,Clear Lacquer #946 Oak,0.18,0,0,4.34,6.51,8.79,Wood,
946WR,Raw #946 Walnut,0.18,0,0,4.68,7.49,10.49,Wood,
946WF,Oil & Wax #946 Walnut,0.18,0,0,6.43,10.29,13.89,Wood,
946WP,Padauk #946 Walnut,0.18,0,0,7.38,11.81,15.94,Wood,
946WB,Special Dark #946 Walnut,0.18,0,0,7.38,11.81,15.94,Wood,
946WE,Ebony #946 Walnut,0.18,0,0,6.98,11.17,15.08,Wood,
946WK,Satin Black #946 Walnut,0.18,0,0,6.57,10.51,14.19,Wood,
946W1,Light Grey #946 Walnut,0.18,0,0,6.57,10.51,14.19,Wood,
946W2,Medium Grey #946 Walnut,0.18,0,0,6.57,10.51,14.19,Wood,
946W3,Dark Grey #946 Walnut,0.18,0,0,6.57,10.51,14.19,Wood,
946VR,Raw #946 White Oak,0.18,0,0,2.64,4.36,6.1,Wood,
946VF,Oil & Wax #946 White Oak,0.18,0,0,4.39,7.24,9.77,Wood,
946VL,Clear Lacquer #946 White Oak,0.18,0,0,4.53,7.47,10.08,Wood,
946VC,Charcoal #946 White Oak,0.18,0,0,5.34,8.81,11.89,Wood,
946VM,Mission #946 White Oak,0.18,0,0,5.34,8.81,11.89,Wood,
946V7,Bleached #946 White Oak,0.18,0,0,5.34,8.81,11.89,Wood,
960-150BR,Raw #960-150 Basswood,1.5,0,0,1.59,2.39,3.58,Wood,
961-150BR,Raw #961-150 Basswood,1.5,0,0,1.59,2.39,3.58,Wood,
962-150BR,Raw #962-150 Basswood,1.5,0,0,1.59,2.39,3.58,Wood,
965-150BR,Raw #965-150 Basswood,1.5,0,0,1.86,2.79,4.19,Wood,
971-175BR,Raw #971-175 Basswood,1.75,0,0,2.11,3.16,4.74,Wood,
972-175BR,Raw #972-175 Basswood,1.75,0,0,4.57,6.86,10.29,Wood,
973-225BR,Raw #973-225 Basswood,2.25,0,0,3.65,5.48,8.22,Wood,
974-225BR,Raw #974-225 Basswood,2.25,0,0,4.06,6.09,9.14,Wood,
960-200BR,Raw #960-200 Basswood,2,0,0,1.83,2.74,4.11,Wood,
961-200BR,Raw #961-200 Basswood,2,0,0,1.83,2.74,4.11,Wood,
963-200BR,Raw #963-200 Basswood,2,0,0,1.83,2.74,4.11,Wood,
963-300BR,Raw #963-300 Basswood,3,0,0,2.48,3.72,5.58,Wood,
119AR,Raw #119 Ash,0.375,0.812,0.156,3,4.26,6.82,Wood,
FC-119AR,FC Raw #119 Ash,0.375,0.812,0.156,,,23.51,Wood,
119AF,Oil & Wax #119 Ash,0.375,0.812,0.156,6.26,8.89,12.45,Wood,
FC-119AF,FC Oil & Wax #119 Ash,0.375,0.812,0.156,,,24.2,Wood,
119AL,Clear Lacquer #119 Ash,0.375,0.812,0.156,6.8,9.66,13.52,Wood,
FC-119AL,FC Clear Lacquer #119 Ash,0.375,0.812,0.156,,,24.2,Wood,
119AW,WhiteWash #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AW,FC WhiteWash #119 Ash,0.375,0.812,0.156,,,24.89,Wood,
119AT,White #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AT,FC White #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119AK,Satin Black #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AK,FC Satin Black #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119AA,Warm White #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AA,FC Warm White #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119AC,Charcoal #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AC,FC Charcoal #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119AI,Rising White #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119AI,FC Rising White #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119A1,Light Grey #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119A1,FC Light Grey #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119A2,Medium Grey #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119A2,FC Medium Grey #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119A3,Dark Grey #119 Ash,0.375,0.812,0.156,8.7,12.35,17.29,Wood,
FC-119A3,FC Dark Grey #119 Ash,0.375,0.812,0.156,,,26.26,Wood,
119CR,Raw #119 Cherry,0.375,0.812,0.156,3.23,4.72,7.55,Wood,
FC-119CR,FC Raw #119 Cherry,0.375,0.812,0.156,,,23.97,Wood,
119CF,Oil & Wax #119 Cherry,0.375,0.812,0.156,6.76,9.87,13.82,Wood,
FC-119CF,FC Oil & Wax #119 Cherry,0.375,0.812,0.156,,,24.66,Wood,
119CL,Clear Lacquer #119 Cherry,0.375,0.812,0.156,8.66,12.64,17.7,Wood,
FC-119CL,FC Clear Lacquer #119 Cherry,0.375,0.812,0.156,,,26.03,Wood,
119CG,Aged #119 Cherry,0.375,0.812,0.156,8.66,12.64,17.7,Wood,
FC-119CG,FC Aged #119 Cherry,0.375,0.812,0.156,,,26.03,Wood,
119CQ,Antique #119 Cherry,0.375,0.812,0.156,8.66,12.64,17.7,Wood,
FC-119CQ,FC Antique #119 Cherry,0.375,0.812,0.156,,,26.03,Wood,
119CD,Black Cherry #119 Cherry,0.375,0.812,0.156,8.66,12.64,17.7,Wood,
FC-119CD,FC Black Cherry #119 Cherry,0.375,0.812,0.156,,,26.72,Wood,
119MR,Raw #119 Maple,0.375,0.812,0.156,3.55,4.9,7.84,Wood,
FC-119MR,FC Raw #119 Maple,0.375,0.812,0.156,,,24.15,Wood,
119MF,Oil & Wax #119 Maple,0.375,0.812,0.156,6.81,9.4,13.16,Wood,
FC-119MF,FC Oil & Wax #119 Maple,0.375,0.812,0.156,,,24.84,Wood,
119ML,Clear Lacquer #119 Maple,0.375,0.812,0.156,7.08,9.77,13.68,Wood,
FC-119ML,FC Clear Lacquer #119 Maple,0.375,0.812,0.156,,,24.84,Wood,
119MW,WhiteWash #119 Maple,0.375,0.812,0.156,8.14,11.23,15.72,Wood,
FC-119MW,FC WhiteWash #119 Maple,0.375,0.812,0.156,,,25.53,Wood,
119MT,White #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119MT,FC White #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119MK,Satin Black #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119MK,FC Satin Black #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119MA,Warm White #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
FC-119MA,FC Warm White #119 Maple,0.375,0.812,0.156,,,26.21,Wood,
119MI,Rising White #119 Maple,0.375,0.812,0.156,7.35,10.14,14.2,Wood,
